country,iso3c,year,gdp_const,gdppc_const,gov_exp_pctgdp,lf_participation,exports_const,imports_const,access_electricity,va_agriculture,va_industry,va_services,adj_savings,gdppc_growth,educ_secondary_complete,pop_0_14_pct,pop_65plus_pct,age_dependency_ratio,urban_pop_pct,fuel_exports_pct_exports,nat_resource_rents_pctgdp,gross_capital_const,gross_capital_pctgdp,democracy,PR,CL,vulnerability,dge,mimic,gini,nb_na_critiques,open,open_pct,iso2c,region,subregion,developed_economies,developing_economies_excl_china,developing_economies_excl_LDCs,LLDCs,LIDE,MIDE,HIDE,BRICS,EU,G20,G77,income_group,SEI,SIDS,hc,rnna
Chile,CHL,2021,273436873982.626,14053.8743826368,30.7987584797003,57.552,70319895107.2203,95352993277.9065,100,10029933805.5495,68202668204.4476,165258661084.318,-3.60320822234989,10.8435032426686,66.9972381591797,NA,12.9564336220791,45.0389819118115,87.817,0.815333310737599,16.9044168802743,69142311352.9988,24.0686079961728,1,1,1,0.333897337917691,NA,NA,0.454,4,0.6058908075274937,60.58908075274937,CL,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,High income,0,0,NA,NA
Chile,CHL,2022,279066228503.412,14272.2709917484,24.0545547307517,60.138,70854675836.3984,96809137115.5012,100,10011232267.8619,66251913235.8348,174064884614.481,NA,1.55399573929161,66.629997253418,NA,13.300080015705,45.0486913334805,87.912,1.69325787359142,NA,70115302107.4082,25.5883785104755,1,1,1,0.334441537335005,NA,NA,NA,5,0.6008029486443204,60.080294864432034,CL,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,High income,0,0,NA,NA
Chile,CHL,2023,279676771459.229,14226.5180749128,NA,61.521,70629131742.9927,85180642479.6488,NA,9982997714.11908,67282292903.6273,175628898434.941,NA,-0.320572085984224,68.4254989624023,NA,13.6933190598527,45.0908347497625,88.012,1.80543071190217,NA,66407309899.1369,22.9537913250417,1,1,1,NA,NA,NA,NA,7,0.5571065963386784,55.71065963386784,CL,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,High income,0,0,NA,NA
China,CHN,1990,1027379269906.5,905.032457182312,NA,79.17,NA,NA,NA,353519707213.741,290780281491.806,483216461606.522,15.9460313231128,2.4065585719982,NA,28.589716845711,5.34515741412924,51.8441927552078,26.442,NA,8.63870038140403,NA,34.157848854484,7,7,7,NA,19.496402740478516,NA,0.321,3,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,1.9560774564743042,4507292
China,CHN,1991,1122543213961.28,975.462915554045,NA,78.706,NA,NA,NA,361839900260.321,330865420532.396,527692690566.002,19.1798776889027,7.78209199159643,NA,28.5529515884119,5.45270392331688,51.7499911893015,27.312,NA,6.08171887067132,NA,35.2363600512445,7,7,7,NA,19.195144653320312,NA,0.327,3,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,1.991196870803833,4792657
China,CHN,1992,1282219705619.77,1100.64611588261,NA,78.234,NA,NA,NA,378669084948.688,400459804172.602,594183705758.026,22.10297653115,12.8332095800347,NA,28.2064566558394,5.57661794733089,51.465824931156,28.2,5.52424102009769,5.33846886521972,NA,39.0718680056364,7,7,7,NA,18.7069091796875,NA,0.338,3,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.026946783065796,5221935
China,CHN,1993,1460239618602.01,1239.1293732409,NA,77.754,NA,NA,NA,396274090075.178,479529070313.192,666495597419.356,21.9447938184253,12.581996643602,NA,27.7129920864128,5.72652985467844,51.2375248148208,29.103,4.4783689356894,4.4490741652727,NA,43.2831497569643,7,7,7,NA,18.07921600341797,12.900370597839355,0.347,2,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.0633385181427,5844427
China,CHN,1994,1650608234052.85,1384.93015732283,NA,77.267,NA,NA,NA,411909265526.833,566523621100.265,742265350257.337,23.4735205866121,11.7663891463239,NA,27.2924230938805,5.88533298268521,50.8753644114418,30.024,3.36262340846476,3.28088501510221,NA,40.0502854739137,7,7,7,NA,17.554330825805664,12.852219581604004,0.353,2,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.100383758544922,6537489.5
China,CHN,1995,1831415106374.65,1520.02946941719,NA,76.773,NA,NA,NA,432268468106.566,644846416683.214,817106418114.867,22.0924801390657,9.75495488924255,NA,27.0321656011599,6.05307366965255,50.3466668288526,30.961,3.58384721631842,3.26699888521005,494513019958.656,38.8377197998557,7,7,7,0.377014669644772,17.11368751525879,12.841156959533691,0.356,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.138093948364258,7287129
China,CHN,1996,2013138309684.44,1653.43378890759,NA,76.271,NA,NA,NA,454054340275.05,722822523987.052,892407522174.516,21.7991805176209,8.77642981103237,NA,26.3180617246871,6.22504804870163,49.647067613935,31.916,3.92677839358166,3.00480163840847,555712133670.7,37.5417204673365,7,7,7,0.374149074772697,16.634958267211914,12.902397155761719,0.358,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.1720845699310303,8110573
China,CHN,1997,2199087464269.01,1787.76697702905,NA,75.762,NA,NA,NA,469658555366.399,798560089849.762,985496793105.929,23.0638976613795,8.12449757726388,NA,26.0024129933621,6.4010690329891,48.6758097133644,32.883,3.82213885487598,2.39155664717565,582565580128.961,35.5229456528019,7,7,7,0.371389191929578,16.123550415039062,12.921079635620117,0.362,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.206615447998047,8979761
China,CHN,1998,2371626806476.09,1909.62232844399,NA,75.245,NA,NA,NA,485781908057.755,869656322933.784,1068299864198.34,21.345703667129,6.81606456437845,NA,25.8392100330637,6.60294649523664,47.7933222416058,33.867,2.81568382698343,1.71539063096113,630117373735.611,34.8136823326466,6.5,7,6,0.369456686183128,15.583830833435059,13.05063533782959,0.368,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.2416954040527344,10003681
China,CHN,1999,2553332587278.43,2038.2064740575,NA,74.721,NA,NA,NA,499050425403.336,940995517934.121,1167108462460.64,18.7401346457469,6.73348565830214,NA,25.4805158587505,6.8145142714138,47.0320057938311,34.865,2.38996498851833,1.84532736658367,668448031694.003,34.1097089114429,6.5,7,6,0.368422516949427,15.100799560546875,13.171072006225586,0.376,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.2773330211639404,11063193
China,CHN,2000,2770112908903.6,2193.89686642215,NA,74.19,NA,NA,96.7,510670904558.286,1030143941194.87,1281209094728.3,16.9781977438863,7.63859767625573,NA,24.788720806345,7.01747574076251,46.1167405203608,35.877,3.15222106435306,2.6977401923859,715318562813.304,33.5730284937681,6.5,7,6,0.368239809943326,14.686068534851074,13.100000381469727,0.386,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.313537359237671,12185232
China,CHN,2001,3001022138034.24,2359.57238513523,NA,73.878,NA,NA,97,524142766819.871,1117616250137.34,1412653311222.08,18.8872002560158,7.55165483158112,NA,24.214505249819,7.21351682273765,44.9693136545846,37.093,3.15850304161569,2.59237672666031,861172810416.92,35.5415967198136,6.5,7,6,0.366665525723379,14.304985046386719,13.018296241760254,0.398,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.329683542251587,13473339
China,CHN,2002,3275124420038.43,2557.89161202627,NA,73.563,NA,NA,97.2,538294341389.779,1228201570358.47,1560778991941.21,20.692152781382,8.40487997488042,NA,23.2795876069689,7.40162875834336,43.533674132168,38.425,2.59070421728136,1.95629636692387,970165842363.456,36.1534434433744,6.5,7,6,0.365594131656085,13.901424407958984,12.894043922424316,0.411,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.345942497253418,14960161
China,CHN,2003,3603882407613.85,2797.17665912283,NA,73.246,NA,NA,97.4,551062986589.073,1383780767895.35,1709674318134.61,23.48917750666,9.35477664383941,NA,22.150753825892,7.57962663220469,42.0909788399502,39.776,2.5361753489702,2.01790669504299,1195176271755.17,39.6201305878555,6.5,7,6,0.379793474916947,13.472743034362793,12.725462913513184,0.416,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.3623151779174805,16804928
China,CHN,2004,3968365429214.8,3061.83317262874,NA,72.927,NA,NA,97.7,584705491959.224,1538015897518.09,1882693982030.01,24.622987239772,9.46155877008179,NA,21.1244260071492,7.73725110121901,40.6938368166364,41.144,2.44053050133123,4.72487591845752,1420029145480.05,41.8471972608319,6.5,7,6,0.377256495892835,13.051732063293457,12.605698585510254,0.421,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.3788018226623535,18906530
China,CHN,2005,4420544471398.72,3390.71615945044,NA,72.605,NA,NA,97.9,614372948108.635,1724552484028.73,2115356335395.11,24.1647355712356,10.741375126566,NA,20.3534495404855,7.88962840533466,39.2449238610193,42.522,2.31272376664692,5.10277288536313,1569011426529.95,40.3461495465791,6.5,7,6,0.376795391708167,12.611733436584473,12.48742961883545,0.424,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.3954036235809326,21265522
China,CHN,2006,4982879973774.79,3800.76579592591,NA,72.28,NA,NA,98.2,643588091580.161,1956516788051.25,2414345227307.6,25.5739623749034,12.0933046941309,NA,19.7208099777018,8.05386346846253,38.2094413932748,43.868,1.83393570516165,5.52119781017524,1806680807340.85,39.9103386970019,6.5,7,6,0.374601217565326,12.239495277404785,12.355690956115723,0.427,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.404458522796631,23925228
China,CHN,2007,5691986693310.73,4319.03139751247,NA,71.954,NA,NA,98.5,666265882746.902,2250986539177.18,2802366599657.62,27.191881728273,13.6358205007554,NA,19.3017915100667,8.21258625792709,37.7081137948543,45.199,1.71119843888368,6.32787936346715,2118772419567.37,40.4821901688549,6.5,7,6,0.372244985722874,11.90015983581543,12.13286018371582,0.43,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.4135477542877197,26898422
China,CHN,2008,6241302053216.75,4711.64344921263,NA,71.625,NA,NA,98.8,700618582738.695,2472460877558.24,3095938058135.01,26.5334584552166,9.09028010137361,NA,19.0546648730447,8.35535290441098,37.4043264852973,46.539,2.2208063178118,9.6484135442271,2409855934358.32,42.2690268131211,6.5,7,6,0.36974847743871,11.558854103088379,12.309419631958008,0.433,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.422671318054199,30215794
China,CHN,2009,6827904909100.22,5128.90412774381,NA,71.294,NA,NA,99.1,728660321540.173,2726946453984.44,3392732817297.61,27.568314310718,8.8559476757714,NA,18.8620381428067,8.49817888668038,37.2567349884096,47.88,1.69623692345059,3.91782120825988,2907630808141.94,45.3562358300454,6.5,7,6,0.367391641491228,11.14686393737793,12.256745338439941,0.432,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.4318294525146484,34513832
China,CHN,2010,7554112071638.2,5647.06872713954,NA,70.96,NA,NA,99.7,759636179574.023,3072821317113.45,3720775526049.77,26.306619365312,10.1028326225249,22.3199996948242,18.6599572797731,8.66147143784386,37.2410832935716,49.226,1.69056311409029,6.2867264165298,3365473556461.48,46.5561547048834,6.5,7,6,0.364100064208669,10.763691902160645,12.056818008422852,0.431,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.4410219192504883,39311248
China,CHN,2011,8275592638197,6152.69687271855,NA,70.86,NA,NA,99.9,791345590965.84,3401265207112.62,4073807524105.68,22.0869080905554,8.95381604174548,NA,18.5098462780582,8.85916872860311,37.3648666288389,50.511,1.70007725545848,7.68520289897261,3660390525446.27,46.6601210962037,6.5,7,6,0.362161208035081,10.397801399230957,12.263583183288574,0.43,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.4754698276519775,44421292
China,CHN,2012,8926363432826.3,6591.66249405644,NA,70.41,NA,NA,99.9,826691373795.599,3685734798255.42,4400286523576.25,22.9732387893191,7.13452377743971,NA,18.3696637160689,9.08920186808881,37.7155563230657,51.765,1.51374985096957,4.0884931932087,3933190823166.24,46.2252655950979,6.5,7,6,0.361420097996901,10.028322219848633,12.342884063720703,0.422,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.510403633117676,49921088
China,CHN,2013,9619598215288.48,7056.42309152349,NA,69.97,NA,NA,100,858165166370.209,3980122334820.17,4765473715155.19,21.4059025538069,7.05073413400802,NA,18.2400894189889,9.3562686156071,38.2392971679035,53.013,1.5294698347956,2.98307168349706,4299401572083.77,46.3989493360759,6.5,7,6,0.360511428615695,9.706537246704102,12.330632209777832,0.413,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.545830488204956,55871108
China,CHN,2014,10333926843443.8,7532.78530130172,NA,69.65,NA,NA,100,892924873843.468,4264922592384.53,5163000808732.54,21.3823550591963,6.75076031581014,NA,18.1343618544823,9.6661987378912,38.8789249288739,54.259,1.47061074195033,2.31013480472694,4618873509776.32,45.8239527573535,6.5,7,6,0.359239707024687,9.4219388961792,12.256421089172363,0.415,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.57462215423584,62120152
China,CHN,2015,11061572618578.7,8016.44559489998,NA,69.3,2362097053274.6,2003260696068.67,100,927735741725.116,4517694479123.13,5616142397746.51,19.6751152306658,6.42073647731185,NA,18.0538360554933,10.053420914992,39.6093613191235,55.5,1.2272664163092,1.17476659078236,4782449534780.39,43.2348066562247,6.5,7,6,0.358001172326772,9.145561218261719,11.931426048278809,0.413,1,0.3946416933530175,39.464169335301754,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.5990278720855713,68791656
China,CHN,2016,11819153423353.8,8516.52874235572,NA,68.88,NA,NA,100,958145189642.325,4790178456331.82,6070829777377.88,18.6887687533989,6.23821544767785,NA,17.9946160874834,10.4907994645602,40.4406557797685,56.736,1.28100094525523,1.0524740832802,5126913867481.84,42.6313769323417,6.5,7,6,0.357929903496008,8.886924743652344,11.834153175354004,0.413,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.6236650943756104,75896304
China,CHN,2017,12640253743744.4,9053.22872461936,NA,68.35,NA,NA,100,996100108826.192,5071279996122.1,6572873638819.56,19.304409740474,6.30186310056631,NA,17.9373611027194,10.9809606634325,41.5109449386089,57.96,1.5635573554021,1.31423766724865,5449357148381.58,43.0132973858151,6.5,7,6,0.357106873946751,8.650567054748535,11.69914436340332,0.414,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.648535966873169,83349168
China,CHN,2018,13493442283300.8,9619.20947510677,NA,67.81,NA,NA,100,1030793453836.74,5365029164812.35,7097619664669.67,17.8432520408507,6.25170055571749,NA,17.8770027525543,11.5162092042497,42.5408726929072,59.152,1.86764407076313,1.42518421392494,5816063672826.94,43.7934751722352,6.5,7,6,0.35631288887142,8.420646667480469,11.584355354309082,0.414,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.67364239692688,91322456
China,CHN,2019,14296369668065.2,10155.5108830542,NA,67.38,NA,NA,100,1062508840422.71,5626553981778.77,7607306845901.37,16.4685804575328,5.57531686294317,NA,17.8045083433876,12.0613659717192,43.3873633674887,60.308,1.87465304454538,1.26691367576973,6046803114999.29,43.2511056433479,6.5,7,6,0.355431470161985,8.2030611038208,11.647586822509766,0.415,1,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,2.6989870071411133,99608664
China,CHN,2020,14616413683019.5,10358.1699971792,NA,65.976,NA,NA,100,1095776890696.53,5765206387164.89,7755430405198.65,15.7926133101607,1.99555804192106,31.7700004577637,NA,12.6452376078587,44.0923748389161,61.428,1.2143685449396,0.863774740928771,6306349793336.62,43.3666742339174,6.5,7,6,0.355006152052197,8.018787384033203,11.642416000366211,0.416,3,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,NA,NA
China,CHN,2021,15851276922873.1,11223.2553476968,NA,67.11,NA,NA,100,1173289916555.59,6265297980910.55,8413546253531.08,16.806586216299,8.35171995394172,NA,NA,13.2057410345267,44.4827701882176,62.512,1.29170537075172,1.70756488252672,6549777153333.83,43.1402990748017,6.5,7,6,0.354118089110971,NA,NA,0.417,5,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,NA,NA
China,CHN,2022,16318995784492.7,11555.9302384568,NA,65.8,NA,NA,100,1222609144329.17,6430542144984.15,8665439245906.99,NA,2.96415683733213,NA,NA,13.781930345649,44.7256128180315,63.56,1.79009011301844,NA,6767456805302.56,43.1462525159503,6.5,7,6,0.353354962935544,NA,NA,NA,6,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,NA,NA
China,CHN,2023,17175670911003.5,12175.1961147248,NA,65.83,NA,NA,NA,1272151044574.5,6733047172563.83,9167766665032.13,NA,5.35885786336085,NA,NA,14.3160774690688,44.7297141014082,64.57,1.8075643209073,NA,7013919269566.73,42.0789515576359,6.5,7,6,NA,NA,NA,NA,7,NA,NA,CN,Asia,Eastern Asia,0,0,1,0,0,0,1,1,0,1,1,Upper middle income,0,0,NA,NA
Colombia,COL,1990,120488417446.261,3714.1849928328,NA,66.705,14013143817.1878,8803095323.92829,89.9,10176496544.5004,41872701736.9031,58601047407.9079,6.8326882682361,2.14817587559615,NA,36.0431235334411,3.92438135572987,66.0908402325226,69.481,NA,6.90290637643892,14041376894.2164,20.606730546634,3.5,3,4,NA,34.775726318359375,NA,0.479,3,0.18936458478502594,18.936458478502594,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,1.9207303524017334,772513.75
Colombia,COL,1991,122900122761.671,3713.17727535576,NA,66.699,15688985319.1946,9104148661.59363,91.8366546630859,10528774189.5898,43012765494.5765,60472732962.5112,10.9925462487695,-0.0271315908869099,NA,35.7513582496673,3.98145860495104,65.4255987764101,69.949,28.7654741799276,4.19951137793811,12814527661.2939,19.1054638472664,3,2,4,NA,34.97184753417969,NA,0.483,3,0.20173400500882568,20.173400500882572,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,1.9436813592910767,791080.6875
Colombia,COL,1992,127871346008.238,3787.5942918216,NA,66.927,16565352927.8632,12868509117.8706,92.1326599121094,10661308193.8008,42821650543.1904,64075162006.6908,9.04740443208406,2.00413314386418,NA,35.4692585553391,4.03854093524454,64.7890903654239,70.415,28.5097083217105,3.65200984470421,18322842729.4754,20.5545014602291,3,2,4,NA,34.75068664550781,NA,0.488,3,0.23018340671754206,23.018340671754206,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,1.9669067859649658,815773.125
Colombia,COL,1993,134757742185.312,3912.6590835796,NA,67.303,17595691923.853,17638845192.5556,92.4279937744141,10843541478.0968,44635744925.6371,68166577780.243,7.90060271956639,3.30195850247352,27.6800003051758,35.1793401636162,4.0932018209558,64.1816097003728,70.874,26.4990782698671,2.98064670992827,25322464436.7717,24.9421331103752,3,2,4,NA,34.66425704956055,37.343711853027344,0.494,2,0.2614657721702984,26.146577217029844,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,1.99040949344635,855594.375
Colombia,COL,1994,142593449287.222,4059.32146113882,NA,67.727,17603234130.5315,21916590542.2914,92.7219619750977,11118964520.3795,46263964409.2419,73648025198.4994,9.06572017517816,3.74840675934975,NA,34.8633835434731,4.14710484130633,63.5808974840773,71.328,21.8458297373462,2.41695103636019,32086770049.5132,25.5384467490805,3.5,3,4,NA,34.37913513183594,37.11433029174805,0.499,2,0.2771503520699554,27.71503520699554,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.014193296432495,900284.8125
Colombia,COL,1995,150011784497.792,4189.72770913999,NA,68.089,18230056818.379,23507945555.8997,91.2,11534037322.7465,48828384331.7419,78956955247.5966,7.58068881439409,3.21251345205344,NA,34.5120420561099,4.20179494779486,62.8876585445745,71.777,27.2317543704497,3.12840978420135,34033120857.1758,25.7987433287578,4,4,4,0.442105268017517,34.2254638671875,37.06916427612305,0.504,1,0.2782314903726316,27.82314903726316,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.0382611751556396,942878.75
Colombia,COL,1996,153095808839.253,4198.69126252708,NA,68.113,19980692461.1696,24046437421.525,93.3031005859375,11391561242.4292,47516643472.3994,84607519935.6856,3.20969213165296,0.213941191632387,NA,34.2033434919104,4.26187606007173,62.0928928597323,72.223,35.9490615649947,3.72384039434735,29942360202.1627,22.1509386589832,4,4,4,0.442350746064547,33.86147689819336,37.945064544677734,0.507,1,0.2875789364614289,28.75789364614289,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.0626165866851807,982374.1875
Colombia,COL,1997,158347444690.971,4265.6935185646,NA,68.293,20610363624.1872,25535726749.0256,93.5889129638672,11465617277.0302,48151424268.7509,88960291253.5631,2.10937525678751,1.59578906492865,NA,33.8179451698927,4.32963020178025,61.2392739783547,72.662,31.3668639504452,3.06670230612638,29749281568.1592,20.9237506240474,4,4,4,0.441466768815481,33.57854080200195,37.74626922607422,0.511,1,0.2914230189395917,29.142301893959175,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.0872631072998047,1018665.4375
Colombia,COL,1998,159249683235.263,4213.82800470051,19.3166066677647,68.161,22130476117.5209,24536492649.1793,93.8706436157227,11470064347.031,48492096088.5541,89163469382.8448,1.43102822240938,-1.21587529995685,NA,33.3910067297185,4.40289673798789,60.392519422659,73.098,30.2541163556531,2.05430024171781,27872656443.3622,19.7280791808155,3.5,3,4,0.441042946998514,33.303768157958984,38.057952880859375,0.512,0,0.2930427729501859,29.304277295018586,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.112204074859619,1049309
Colombia,COL,1999,152554802278.5,3967.11339937681,22.1201943516985,67.48,23441464652.1889,18480729191.4831,94.1475296020508,11464604863.8124,44986068611.7134,85749949202.6474,-0.624944463321788,-5.85488076514964,NA,32.9702933662869,4.47746101708905,59.5845301350856,73.53,40.4790768527767,4.32181182919172,17105456115.445,12.8801341708134,4,4,4,0.441403011463481,33.16556167602539,39.00769805908203,0.514,0,0.274800879536653,27.4800879536653,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.1374430656433105,1053086.625
Colombia,COL,2000,157016818928.93,4016.80951748167,16.9331428734368,67.625,24882282131.7668,19580410906.5844,95.2,11905920484.441,46414775407.4249,86977463526.8213,-1.01222373387262,1.25270223212341,NA,32.5738113137008,4.55122154977289,58.8133450075626,73.957,43.079504613909,5.79241275178545,19203150239.3878,14.8956270290748,4,4,4,0.440210657600921,33.58094787597656,39.099998474121094,0.514,0,0.2831715311878545,28.317153118785445,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.1629836559295654,1055878.5
Colombia,COL,2001,159651401476.819,4020.50789754842,NA,67.635,25581692445.1702,21291766844.3948,98.5,12116374689.0718,46788543706.4599,88683912084.0908,0.327846147957293,0.0920725777672828,NA,32.1103254084047,4.62560466843221,58.0417440141025,74.379,36.2987158428522,3.898278216233,20820815764.4669,16.0322513515548,4,4,4,0.437701477929877,33.578426361083984,38.89305877685547,0.514,1,0.2935987962271093,29.35987962271093,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.1843111515045166,1063822
Colombia,COL,2002,163649041384.447,4058.28493578738,NA,66.596,24973509563.9182,21361827569.6203,94.9,12667764704.9859,48121282601.7485,90750574170.3539,1.65542000453996,0.939608606713477,32.2900009155273,31.696537963213,4.70310489754661,57.2531377173269,74.797,35.9187562462727,3.95007189063968,22917548423.0853,17.2515418448331,4,4,4,0.438324824643012,33.659423828125,38.87142562866211,0.517,1,0.2831384574058504,28.31384574058504,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.2058489322662354,1078211.25
Colombia,COL,2003,170061255792.911,4154.17528523618,27.622281719396,67.436,26811633718.6086,23107098253.4949,95.1,13059209525.3075,50446705813.5012,93916203561.806,2.57344055161372,2.36282939630979,33.2299995422363,31.294077223125,4.78773471582693,56.4598488466286,75.211,37.1903540205232,4.56302920257189,25519859697.4936,18.6818190163212,4,4,4,0.437520142549122,33.749725341796875,38.2128791809082,0.509,0,0.2935338313207044,29.353383132070434,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.2275991439819336,1099887.875
Colombia,COL,2004,179130660092.783,4311.91591255233,NA,66.686,29441481659.743,25480684233.125702,95.3,13448023668.2537,53576058209.8895,98888236836.4016,3.55210378149716,3.79715867736165,34.6800003051758,30.844367050017,4.88264599634623,55.627862918277,75.62,36.9076955307127,5.92813672580534,28373797495.7435,19.4409966142669,4,4,4,0.43517006313879,33.77490234375,38.0499153137207,0.512,1,0.30660393851293277,30.66039385129328,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.2495639324188232,1127380.25
Colombia,COL,2005,187780451739.376,4457.27537460443,NA,65.339,32141508954.0753,28706880984.4807,96.8,13826410926.9792,55866957549.3956,103519913133.915,5.11148641937977,3.37111077766936,35.5499992370605,30.3210584067994,4.98930462992254,54.7328219349991,76.024,39.2456236749078,6.26115845587611,31629068442.5238,21.6562413080915,3,3,3,0.432333185696599,33.7644157409668,37.460086822509766,0.514,1,0.32404006580519157,32.40400658051915,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.271745204925537,1162826.125
Colombia,COL,2006,200393418124.055,4694.03442939175,NA,64.616,35200833516.9892,33782777496.4111,95.7,14121109811.9141,59833356526.707,110054350290.467,5.06911006745898,5.31174394421016,32.2700004577637,29.7943188540738,5.11901624609738,53.7823960554323,76.423,38.4317055772282,7.29062678619221,36985074785.6795,22.9389629039528,3,3,3,0.431582998629982,33.61981201171875,37.04647445678711,0.516,1,0.34424090201752783,34.42409020175278,CO,Americas,Latin America and the Caribbean,0,1,1,0,0,0,1,0,0,0,1,Upper middle income,0,0,2.294145107269287,1211063.125
